,city,state,country,latitude,longitude,population,msa,new_label
9373,firminy,auvergne rhone alpes,france,45.38956,4.2886,17902.0,,lyon MSA
9374,hoenheim,grand est,france,48.6242,7.7547,11145.0,,strasbourg MSA
9375,anse,auvergne rhone alpes,france,45.93553,4.71933,5099.0,,lyon MSA
9376,lisses,ile de france,france,48.60222,2.42245,7601.0,,saint denis MSA
9377,terrasson lavilledieu,nouvelle aquitaine,france,45.13011,1.30136,6371.0,,brive la gaillarde-aurillac MSA
9378,sotteville les rouen,normandy,france,49.40972,1.09005,30619.0,,rouen MSA
9379,le teil,auvergne rhone alpes,france,44.54531,4.68223,8620.0,,valence MSA
9380,armentieres,hauts de france,france,50.68568,2.88214,26646.0,,lille MSA
9381,dives sur mer,normandy,france,49.28176,-0.10125,5906.0,,caen MSA
9382,viry chatillon,ile de france,france,48.67211,2.39318,31131.0,,saint denis MSA
9383,pezenas,occitanie,france,43.45997,3.42258,8647.0,,montpellier MSA
9384,la roche sur foron,auvergne rhone alpes,france,46.07111,6.3045,10026.0,,annecy MSA
9385,saint etienne de montluc,pays de la loire,france,47.27622,-1.78013,6809.0,,nantes MSA
9386,brunoy,ile de france,france,48.6942,2.49223,24096.0,,saint denis MSA
9387,saint paul les dax,nouvelle aquitaine,france,43.72566,-1.05283,11839.0,,bayonne MSA
9388,louvres,ile de france,france,49.0446,2.50479,9323.0,,saint denis MSA
9389,gannat,auvergne rhone alpes,france,46.09987,3.19842,6096.0,,nevers-vichy MSA
9390,moissy cramayel,ile de france,france,48.62605,2.60125,16259.0,,saint denis MSA
9391,le kremlin bicetre,ile de france,france,48.81471,2.36073,27867.0,,saint denis MSA
9392,gonesse,ile de france,france,48.98693,2.44892,26758.0,,saint denis MSA
9393,guingamp,brittany,france,48.56259,-3.15289,9023.0,,lannion MSA
9394,balaruc les bains,occitanie,france,43.4417,3.6778,6387.0,,montpellier MSA
9395,chambray les tours,centre,france,47.33537,0.70286,10910.0,,tours MSA
9396,beaugency,centre,france,47.78019,1.62705,7659.0,,orleans MSA
9397,plaisance du touch,occitanie,france,43.56554,1.29645,18501.0,,toulouse MSA
9398,cestas,nouvelle aquitaine,france,44.74471,-0.68194,18036.0,,bordeaux MSA
9399,chennevieres sur marne,ile de france,france,48.79702,2.54046,18314.0,,saint denis MSA
9400,caluire et cuire,auvergne rhone alpes,france,45.79462,4.8464,42763.0,,lyon MSA
9401,mennecy,ile de france,france,48.56903,2.44384,14646.0,,saint denis MSA
9402,gentilly,ile de france,france,48.81294,2.3417,15939.0,,saint denis MSA
9403,baud,brittany,france,47.8759,-3.01926,5206.0,,lorient MSA
9404,albert,hauts de france,france,50.00091,2.65096,10588.0,,amiens MSA
9405,souffelweyersheim,grand est,france,48.6354,7.74141,6344.0,,strasbourg MSA
9406,grande synthe,hauts de france,france,51.0154,2.29975,23213.0,,calais MSA
9407,les pavillons sous bois,ile de france,france,48.90683,2.50648,19730.0,,saint denis MSA
9408,saint jean de luz,nouvelle aquitaine,france,43.38871,-1.66267,14514.0,,bayonne MSA
9409,le loroux bottereau,pays de la loire,france,47.23797,-1.34963,5326.0,,nantes MSA
9410,pornichet,pays de la loire,france,47.26682,-2.33794,10584.0,,nantes MSA
9411,aixe sur vienne,nouvelle aquitaine,france,45.79663,1.13581,5661.0,,limoges MSA
9412,saint arnoult en yvelines,ile de france,france,48.57111,1.9395,5698.0,,saint quentin en yvelines MSA
9413,neuville sur saone,auvergne rhone alpes,france,45.87615,4.84099,7453.0,,lyon MSA
9414,concarneau,brittany,france,47.87536,-3.91896,21397.0,,brest MSA
9415,plouzane,brittany,france,48.38131,-4.61805,13118.0,,brest MSA
9416,aytre,nouvelle aquitaine,france,46.13417,-1.11826,8335.0,,la rochelle MSA
9417,chevigny saint sauveur,bourgogne franche comte,france,47.29908,5.13367,10620.0,,dijon-besancon MSA
9418,montfermeil,ile de france,france,48.8982,2.57913,23829.0,,saint denis MSA
9419,gagny,ile de france,france,48.88333,2.53333,38134.0,,saint denis MSA
9420,saint cyr sur mer,provence alpes cote d azur,france,43.18048,5.7012,12185.0,,toulon MSA
9421,raismes,hauts de france,france,50.38333,3.48333,13719.0,,lille MSA
9422,saint pierre d oleron,nouvelle aquitaine,france,45.94374,-1.3059,6751.0,,la rochelle MSA
9423,longuenesse,hauts de france,france,50.73395,2.2352,13838.0,,calais MSA
9424,royan,nouvelle aquitaine,france,45.62811,-1.03153,19017.0,,saintes MSA
9425,saint orens de gameville,occitanie,france,43.55182,1.53413,12576.0,,toulouse MSA
9426,bar sur aube,grand est,france,48.23315,4.7064,5387.0,,troyes MSA
9427,maubeuge,hauts de france,france,50.27875,3.97267,33684.0,,charleville mezieres-maubeuge MSA
9428,bonneuil sur marne,ile de france,france,48.7695,2.4793,18723.0,,saint denis MSA
9429,chaumont,grand est,france,48.11121,5.14134,28981.0,,chaumont MSA
9430,fontenay le comte,pays de la loire,france,46.46671,-0.80624,16316.0,,la rochelle MSA
9431,echirolles,auvergne rhone alpes,france,45.14603,5.71441,33088.0,,grenoble MSA
9432,yzeure,auvergne rhone alpes,france,46.56596,3.35446,13435.0,,nevers-vichy MSA
9433,lunel,occitanie,france,43.67778,4.13611,26588.0,,nimes MSA
9434,amboise,centre,france,47.41249,0.98266,12685.0,,tours MSA
9435,saint benoit,nouvelle aquitaine,france,46.55025,0.34177,7598.0,,poitiers MSA
9436,tournus,bourgogne franche comte,france,46.56758,4.90574,6071.0,,bourg en bresse MSA
9437,mougins,provence alpes cote d azur,france,43.60068,6.99523,18973.0,,nice MSA
9438,longueau,hauts de france,france,49.87226,2.3588,5180.0,,amiens MSA
9439,fontenay tresigny,ile de france,france,48.70647,2.87047,5047.0,,saint denis MSA
9440,saint jean bonnefonds,auvergne rhone alpes,france,45.45609,4.44223,6076.0,,lyon MSA
9441,ronchin,hauts de france,france,50.59883,3.09056,18331.0,,lille MSA
9442,capbreton,nouvelle aquitaine,france,43.64238,-1.43123,7387.0,,bayonne MSA
9443,brest,brittany,france,48.39029,-4.48628,144899.0,,brest MSA
9444,saint esteve,occitanie,france,42.7131,2.84152,10403.0,,perpignan MSA
9445,sorbiers,auvergne rhone alpes,france,45.49111,4.44163,7549.0,,lyon MSA
9446,loudeac,brittany,france,48.1776,-2.7558,10552.0,,lorient MSA
9447,pierrelatte,auvergne rhone alpes,france,44.37549,4.70314,12691.0,,valence MSA
9448,ecouen,ile de france,france,49.02062,2.38309,7583.0,,cergy pontoise MSA
9449,noyelles godault,hauts de france,france,50.41753,2.99306,5624.0,,lille MSA
9450,sainte genevieve des bois,ile de france,france,48.64682,2.31965,33689.0,,saint denis MSA
9451,bois d arcy,ile de france,france,48.79966,2.02325,13475.0,,saint quentin en yvelines MSA
9452,carrieres sur seine,ile de france,france,48.90687,2.1792,12829.0,,cergy pontoise MSA
9453,selestat,grand est,france,48.26195,7.4489,18941.0,,strasbourg MSA
9454,saulx les chartreux,ile de france,france,48.69062,2.26727,5241.0,,saint denis MSA
9455,villiers sur marne,ile de france,france,48.831,2.54844,30252.0,,saint denis MSA
9456,neuilly sur marne,ile de france,france,48.85373,2.54903,34465.0,,saint denis MSA
9457,grigny,ile de france,france,48.65412,2.39343,24940.0,,saint denis MSA
9458,montelimar,auvergne rhone alpes,france,44.55468,4.75469,35637.0,,valence MSA
9459,la voulte sur rhone,auvergne rhone alpes,france,44.79958,4.77925,5108.0,,valence MSA
9460,saint maurice,ile de france,france,48.82182,2.42716,14282.0,LA NONMETROPOLITAN AREA,saint denis MSA
9461,saint julien de concelles,pays de la loire,france,47.2536,-1.38568,6758.0,,nantes MSA
9462,villepreux,ile de france,france,48.82815,1.9976,9895.0,,cergy pontoise MSA
9463,saint martin d heres,auvergne rhone alpes,france,45.1787,5.76281,35528.0,,grenoble MSA
9464,andresy,ile de france,france,48.98235,2.05687,12929.0,,cergy pontoise MSA
9465,gleize,auvergne rhone alpes,france,45.98916,4.69708,8749.0,,lyon MSA
9466,roquebrune sur argens,provence alpes cote d azur,france,43.44313,6.63772,12485.0,,toulon MSA
9467,lucon,pays de la loire,france,46.45493,-1.16629,10140.0,,la rochelle MSA
9468,morangis,ile de france,france,48.70383,2.33908,11369.0,,saint denis MSA
9469,change,pays de la loire,france,48.09924,-0.78966,5245.0,,laval MSA
9470,mantes la ville,ile de france,france,48.97374,1.70253,19947.0,,saint quentin en yvelines MSA
9471,roussillon,auvergne rhone alpes,france,45.37388,4.81496,8082.0,,valence MSA
9472,champagnole,bourgogne franche comte,france,46.74452,5.91354,9239.0,,dijon-besancon MSA
9473,conde sur l escaut,hauts de france,france,50.45436,3.58884,10215.0,,lille MSA
9474,chamalieres,auvergne rhone alpes,france,45.77364,3.06703,20298.0,,clermont ferrand MSA
9475,le cres,occitanie,france,43.64763,3.9388,7621.0,,montpellier MSA
9476,lentilly,auvergne rhone alpes,france,45.81873,4.66304,5079.0,,lyon MSA
9477,lescar,nouvelle aquitaine,france,43.33358,-0.43458,9710.0,,pau MSA
9478,limay,ile de france,france,48.99553,1.74081,18559.0,,saint quentin en yvelines MSA
9479,la londe les maures,provence alpes cote d azur,france,43.13839,6.23362,9471.0,,toulon MSA
9480,guilherand granges,auvergne rhone alpes,france,44.93278,4.87372,11365.0,,valence MSA
9481,soisy sur seine,ile de france,france,48.64875,2.45223,7552.0,,saint denis MSA
9482,vitry le francois,grand est,france,48.72472,4.58439,17250.0,,reims MSA
9483,saint nicolas de port,grand est,france,48.62857,6.29668,7653.0,,nancy MSA
9484,creil,hauts de france,france,49.25672,2.48477,31863.0,,saint quentin-creil MSA
9485,louhans,bourgogne franche comte,france,46.62637,5.22468,6466.0,,bourg en bresse MSA
9486,saint vincent de tyrosse,nouvelle aquitaine,france,43.66071,-1.30428,5898.0,,bayonne MSA
9487,craponne,auvergne rhone alpes,france,45.74526,4.72322,8460.0,,lyon MSA
9488,louveciennes,ile de france,france,48.86115,2.11463,7523.0,,cergy pontoise MSA
9489,bagneres de bigorre,occitanie,france,43.06497,0.14876,8967.0,,tarbes MSA
9490,nerac,nouvelle aquitaine,france,44.13597,0.33844,7688.0,,agen MSA
9491,saint lambert,provence alpes cote d azur,france,43.28606,5.36,9456.0,,marseille MSA
9492,vaucresson,ile de france,france,48.84078,2.15652,8693.0,,cergy pontoise MSA
9493,sens,bourgogne franche comte,france,48.19738,3.28328,28700.0,,auxerre MSA
9494,villemomble,ile de france,france,48.88333,2.5,28001.0,,saint denis MSA
9495,francheville,auvergne rhone alpes,france,45.73637,4.76358,12053.0,,lyon MSA
9496,eybens,auvergne rhone alpes,france,45.14771,5.75014,10195.0,,grenoble MSA
9497,le touquet paris plage,hauts de france,france,50.52432,1.58571,5696.0,,calais MSA
9498,ris orangis,ile de france,france,48.6511,2.41406,25082.0,,saint denis MSA
9499,le peage de roussillon,auvergne rhone alpes,france,45.3738,4.79727,6869.0,,valence MSA
9500,vauvert,occitanie,france,43.69386,4.27587,10798.0,,nimes MSA
9501,saint pol de leon,brittany,france,48.68494,-3.98764,7627.0,,brest MSA
9502,gaillac,occitanie,france,43.9016,1.89686,12600.0,,toulouse MSA
9503,mamers,pays de la loire,france,48.35043,0.36935,6575.0,,le mans MSA
9504,pierrefitte sur seine,ile de france,france,48.96691,2.36104,27914.0,,cergy pontoise MSA
9505,chateau renault,centre,france,47.59188,0.91143,5789.0,,tours MSA
9506,remiremont,grand est,france,48.01754,6.5882,9339.0,,strasbourg MSA
9507,wattrelos,hauts de france,france,50.70118,3.21812,42826.0,,lille MSA
9508,elne,occitanie,france,42.60432,2.97176,7007.0,,perpignan MSA
9509,pontchateau,pays de la loire,france,47.43868,-2.09422,8474.0,,nantes MSA
9510,villemur sur tarn,occitanie,france,43.86708,1.50281,5580.0,,toulouse MSA
9511,ermont,ile de france,france,48.99004,2.25804,28117.0,,cergy pontoise MSA
9512,domene,auvergne rhone alpes,france,45.20289,5.83335,6882.0,,grenoble MSA
9513,migennes,bourgogne franche comte,france,47.96548,3.51787,8637.0,,auxerre MSA
9514,cournon d auvergne,auvergne rhone alpes,france,45.74123,3.19643,18848.0,,clermont ferrand MSA
9515,palavas les flots,occitanie,france,43.52974,3.93043,6055.0,,montpellier MSA
9516,henin beaumont,hauts de france,france,50.41359,2.96485,25371.0,,lille MSA
9517,champagne au mont d or,auvergne rhone alpes,france,45.79475,4.79079,5681.0,,lyon MSA
9518,lormont,nouvelle aquitaine,france,44.8765,-0.51919,22636.0,,bordeaux MSA
9519,verdun,grand est,france,49.15964,5.3829,21798.0,,metz MSA
9520,saint amand les eaux,hauts de france,france,50.44718,3.43076,17808.0,,lille MSA
9521,cachan,ile de france,france,48.79632,2.33661,26540.0,,saint denis MSA
9522,lomme,hauts de france,france,50.64358,2.98715,29892.0,,lille MSA
9523,deuil la barre,ile de france,france,48.97674,2.32722,21560.0,,cergy pontoise MSA
9524,garges les gonesse,ile de france,france,48.96791,2.39781,39847.0,,saint denis MSA
9525,tulle,nouvelle aquitaine,france,45.26582,1.77233,16969.0,,brive la gaillarde-aurillac MSA
9526,carquefou,pays de la loire,france,47.29722,-1.4921,18056.0,,nantes MSA
9527,chauvigny,nouvelle aquitaine,france,46.56979,0.64346,7526.0,,poitiers MSA
9528,apt,provence alpes cote d azur,france,43.87638,5.39635,11609.0,,marseille MSA
9529,soissons,hauts de france,france,49.38167,3.32361,31100.0,,saint quentin-creil MSA
9530,bouguenais,pays de la loire,france,47.17941,-1.62468,16824.0,,nantes MSA
9531,loison sous lens,hauts de france,france,50.43796,2.85322,5683.0,,lille MSA
9532,castanet tolosan,occitanie,france,43.5159,1.4986,11561.0,,toulouse MSA
9533,montgeron,ile de france,france,48.70543,2.45039,22843.0,,saint denis MSA
9534,arques,hauts de france,france,50.73375,2.30237,9551.0,,calais MSA
9535,saint medard en jalles,nouvelle aquitaine,france,44.8955,-0.71779,29742.0,,bordeaux MSA
9536,mouvaux,hauts de france,france,50.69944,3.13429,13285.0,,lille MSA
9537,itteville,ile de france,france,48.51536,2.34377,5650.0,,saint quentin en yvelines MSA
9538,bruges,nouvelle aquitaine,france,44.88287,-0.61222,12650.0,,bordeaux MSA
9539,lamorlaye,hauts de france,france,49.16246,2.44687,8540.0,,saint quentin-creil MSA
9540,luce,centre,france,48.43689,1.46359,17780.0,,saint quentin en yvelines MSA
9541,istres,provence alpes cote d azur,france,43.51345,4.98747,44373.0,,marseille MSA
9542,drancy,ile de france,france,48.92578,2.44533,62488.0,,saint denis MSA
9543,fontenay le fleury,ile de france,france,48.81253,2.04863,12611.0,,saint quentin en yvelines MSA
9544,bastia,corsica,france,42.70278,9.45,41001.0,,bastia MSA
9545,terville,grand est,france,49.34668,6.13346,6667.0,,metz MSA
9546,soyaux,nouvelle aquitaine,france,45.64052,0.19752,11220.0,,niort-angouleme MSA
9547,casteljaloux,nouvelle aquitaine,france,44.3147,0.08767,5056.0,,agen MSA
9548,heillecourt,grand est,france,48.65049,6.19512,6327.0,,nancy MSA
9549,la chapelle saint luc,grand est,france,48.31734,4.03988,14623.0,,troyes MSA
9550,pontivy,brittany,france,48.06835,-2.96645,16752.0,,lorient MSA
9551,villeneuve saint georges,ile de france,france,48.73219,2.44925,30881.0,,saint denis MSA
9552,groslay,ile de france,france,48.98561,2.34736,7902.0,,cergy pontoise MSA
9553,roche la moliere,auvergne rhone alpes,france,45.43088,4.3282,10372.0,,lyon MSA
9554,trevoux,auvergne rhone alpes,france,45.94281,4.77143,6957.0,,lyon MSA
9555,le bouscat,nouvelle aquitaine,france,44.86488,-0.59864,24232.0,,bordeaux MSA
9556,l isle sur la sorgue,provence alpes cote d azur,france,43.91971,5.05141,16968.0,,avignon MSA
9557,tonnay charente,nouvelle aquitaine,france,45.94395,-0.89193,7229.0,,la rochelle MSA
9558,cornebarrieu,occitanie,france,43.64967,1.32588,5256.0,,toulouse MSA
9559,sarlat la caneda,nouvelle aquitaine,france,44.88902,1.21656,11126.0,,brive la gaillarde-aurillac MSA
9560,reze,pays de la loire,france,47.19058,-1.56885,39248.0,,nantes MSA
9561,bourg en bresse,auvergne rhone alpes,france,46.20574,5.2258,45340.0,,bourg en bresse MSA
9562,issoudun,centre,france,46.94848,1.99362,14385.0,,bourges MSA
9563,bully les mines,hauts de france,france,50.4438,2.72703,11975.0,,lille MSA
9564,savigny sur orge,ile de france,france,48.67677,2.34835,39698.0,,saint denis MSA
9565,bougival,ile de france,france,48.86223,2.14148,8895.0,,cergy pontoise MSA
9566,mornant,auvergne rhone alpes,france,45.61885,4.67231,5055.0,,lyon MSA
9567,saint apollinaire,bourgogne franche comte,france,47.33333,5.08333,5211.0,,dijon-besancon MSA
9568,vaulx en velin,auvergne rhone alpes,france,45.78693,4.9251,37489.0,,lyon MSA
9569,saint omer,hauts de france,france,50.74834,2.26091,18250.0,,calais MSA
9570,aire sur la lys,hauts de france,france,50.63871,2.39876,10397.0,,lille MSA
9571,taverny,ile de france,france,49.02542,2.21691,27271.0,,cergy pontoise MSA
9572,tassin la demi lune,auvergne rhone alpes,france,45.75499,4.78812,16920.0,,lyon MSA
9573,guipavas,brittany,france,48.43411,-4.40197,13755.0,,brest MSA
9574,frouard,grand est,france,48.75994,6.13036,7119.0,,nancy MSA
9575,lanester,brittany,france,47.76316,-3.3393,24352.0,,lorient MSA
9576,forbach,grand est,france,49.18848,6.89255,21358.0,,nancy MSA
9577,bondy,ile de france,france,48.9018,2.48931,48268.0,,saint denis MSA
9578,caudan,brittany,france,47.80995,-3.34255,7241.0,,lorient MSA
9579,saint priest en jarez,auvergne rhone alpes,france,45.4739,4.37678,5924.0,,lyon MSA
9580,fos sur mer,provence alpes cote d azur,france,43.43774,4.94457,17317.0,,marseille MSA
9581,margny les compiegne,hauts de france,france,49.42559,2.81806,7011.0,,saint quentin-creil MSA
9582,yerres,ile de france,france,48.71785,2.49338,28897.0,,saint denis MSA
9583,bretigny sur orge,ile de france,france,48.61135,2.30593,24317.0,,saint denis MSA
9584,guerande,pays de la loire,france,47.32829,-2.42934,16523.0,,nantes MSA
9585,blaye,nouvelle aquitaine,france,45.12764,-0.66225,5277.0,,saintes MSA
9586,megeve,auvergne rhone alpes,france,45.85687,6.61775,5129.0,,annecy MSA
9587,bidart,nouvelle aquitaine,france,43.43698,-1.59294,5021.0,,bayonne MSA
9588,crepy en valois,hauts de france,france,49.23359,2.88807,15694.0,,saint quentin-creil MSA
9589,villeparisis,ile de france,france,48.94208,2.61463,23931.0,,saint denis MSA
9590,anzin,hauts de france,france,50.37201,3.50387,14443.0,,lille MSA
9591,noisy le roi,ile de france,france,48.84445,2.06345,8218.0,,cergy pontoise MSA
9592,fontenay aux roses,ile de france,france,48.79325,2.29275,24680.0,,saint denis MSA
9593,villeneuve le roi,ile de france,france,48.73684,2.40081,17575.0,,saint denis MSA
9594,riedisheim,grand est,france,47.74847,7.36716,12724.0,,mulhouse MSA
