,city,state,country,latitude,longitude,population,msa,new_label
23218,belville,north carolina,united states,34.23073,-77.96582,1936.0,,north carolina-Non-MA
23219,moody a f b,georgia,united states,30.97849,-83.21646,886.0,,georgia-Non-MA
23220,townsend,massachusetts,united states,42.66676,-71.70507,1128.0,Boston-Cambridge-Quincy MA-NH MSA,massachusetts-Non-MA
23221,lomira,wisconsin,united states,43.59138,-88.44371,2384.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23222,canton,missouri,united states,40.1295,-91.51852,2377.0,Canton-Massillon OH MSA,missouri-Non-MA
23223,parma,idaho,united states,43.78516,-116.94321,2082.0,Boise City-Nampa ID MSA,idaho-Non-MA
23224,lindsborg,kansas,united states,38.57362,-97.67448,3383.0,KS NONMETROPOLITAN AREA,kansas-Non-MA
23225,emory,virginia,united states,36.77289,-81.83623,1251.0,Kingsport-Bristol-Bristol TN-VA MSA,virginia-Non-MA
23226,china grove,north carolina,united states,35.56931,-80.58173,4182.0,NC NONMETROPOLITAN AREA,north carolina-Non-MA
23227,ardsley,new york,united states,41.01065,-73.84375,4638.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23228,pacheco,california,united states,37.98353,-122.07524,3685.0,,california-Non-MA
23229,march arb,california,united states,33.8888,-117.2776,989.0,Riverside-San Bernardino-Ontario CA MSA,california-Non-MA
23230,surfside beach,south carolina,united states,33.606,-78.97309,4280.0,,south carolina-Non-MA
23231,derwood,maryland,united states,39.11733,-77.16109,2381.0,Washington-Arlington-Alexandria DC-VA-MD-WV MSA,maryland-Non-MA
23232,rockford,minnesota,united states,45.0883,-93.73441,4358.0,Minneapolis-St. Paul-Bloomington MN-WI MSA,minnesota-Non-MA
23233,st mary s,alaska,united states,62.0534,-163.17787,550.0,MD NONMETROPOLITAN AREA,alaska-Non-MA
23234,karnes city,texas,united states,28.88498,-97.90084,3371.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23235,pleasant ridge,michigan,united states,42.47115,-83.14215,2556.0,Detroit-Warren-Livonia MI MSA,michigan-Non-MA
23236,west union,ohio,united states,38.79452,-83.54519,3179.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23237,neptune city,new jersey,united states,40.20011,-74.02792,4803.0,,new jersey-Non-MA
23238,ferrum,virginia,united states,36.92292,-80.01337,2043.0,Roanoke VA MSA,virginia-Non-MA
23239,lake barrington,illinois,united states,42.21252,-88.15258,4973.0,,illinois-Non-MA
23240,warren afb,wyoming,united states,41.1488,-104.8618,2456.0,Cheyenne WY MSA,wyoming-Non-MA
23241,bethany,west virginia,united states,40.20563,-80.55674,1029.0,Weirton-Steubenville WV-OH MSA,west virginia-Non-MA
23242,peosta,iowa,united states,42.45056,-90.85041,1618.0,Dubuque IA MSA,iowa-Non-MA
23243,bridgeport,pennsylvania,united states,40.10511,-75.34518,4564.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,pennsylvania-Non-MA
23244,denali national park,alaska,united states,63.54078,-151.72361,217.0,AK NONMETROPOLITAN AREA,alaska-Non-MA
23245,jefferson,ohio,united states,41.73867,-80.76981,3041.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23246,alden,new york,united states,42.90006,-78.49197,2589.0,Buffalo-Niagara Falls NY MSA,new york-Non-MA
23247,appomattox,virginia,united states,37.35709,-78.82529,1759.0,Lynchburg VA MSA,virginia-Non-MA
23248,sparta,north carolina,united states,36.50541,-81.12092,1726.0,NC NONMETROPOLITAN AREA,north carolina-Non-MA
23249,canadian,texas,united states,35.91282,-100.38208,3013.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23250,gwinner,north dakota,united states,46.2258,-97.6626,834.0,ND NONMETROPOLITAN AREA,north dakota-Non-MA
23251,hot springs,south dakota,united states,43.43165,-103.47436,3532.0,SD NONMETROPOLITAN AREA,south dakota-Non-MA
23252,manlius,new york,united states,43.00201,-75.97686,4630.0,Syracuse NY MSA,new york-Non-MA
23253,green island,new york,united states,42.74424,-73.69151,2612.0,,new york-Non-MA
23254,pine grove,pennsylvania,united states,40.54842,-76.38468,2142.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23255,cottondale,alabama,united states,33.1922,-87.4544,3136.0,Tuscaloosa AL MSA,alabama-Non-MA
23256,beaver creek,montana,united states,48.55444,-109.79215,271.0,CO NONMETROPOLITAN AREA,montana-Non-MA
23257,coplay,pennsylvania,united states,40.6701,-75.49546,3229.0,Allentown-Bethlehem-Easton PA-NJ MSA,pennsylvania-Non-MA
23258,ville platte,louisiana,united states,30.68797,-92.27152,7264.0,LA NONMETROPOLITAN AREA,louisiana-Non-MA
23259,dubois,wyoming,united states,43.53357,-109.63043,987.0,WY NONMETROPOLITAN AREA,wyoming-Non-MA
23260,walker,minnesota,united states,47.10135,-94.58722,928.0,MN NONMETROPOLITAN AREA,minnesota-Non-MA
23261,miami,arizona,united states,33.39922,-110.86872,1783.0,Miami-Fort Lauderdale-Pompano Beach FL MSA,arizona-Non-MA
23262,girdwood,alaska,united states,60.9425,-149.16639,2250.0,Anchorage AK MSA,alaska-Non-MA
23263,meeker,colorado,united states,40.03747,-107.91313,2362.0,CO NONMETROPOLITAN AREA,colorado-Non-MA
23264,new hampton,iowa,united states,43.05914,-92.31768,3452.0,IA NONMETROPOLITAN AREA,iowa-Non-MA
23265,seadrift,texas,united states,28.41528,-96.71359,1474.0,Victoria TX MSA,texas-Non-MA
23266,sussex,new jersey,united states,41.20982,-74.60766,2043.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new jersey-Non-MA
23267,montreat,north carolina,united states,35.64428,-82.3029,723.0,Asheville NC MSA,north carolina-Non-MA
23268,kewaunee,wisconsin,united states,44.45833,-87.50314,2876.0,Green Bay WI MSA,wisconsin-Non-MA
23269,woodmere,ohio,united states,41.46228,-81.48067,864.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,ohio-Non-MA
23270,jackson,alabama,united states,31.50905,-87.89444,4967.0,Jackson MS MSA,alabama-Non-MA
23271,fairlee,vermont,united states,43.90757,-72.14342,189.0,VT NONMETROPOLITAN AREA,vermont-Non-MA
23272,geyserville,california,united states,38.70769,-122.9025,862.0,Santa Rosa-Petaluma CA MSA,california-Non-MA
23273,madison,north carolina,united states,36.38542,-79.95949,2197.0,Greensboro-High Point NC MSA,north carolina-Non-MA
23274,ledyard,connecticut,united states,41.43982,-72.01424,15212.0,Norwich-New London CT MSA,connecticut-Non-MA
23275,moody afb,georgia,united states,30.9715,-83.1954,1232.0,Valdosta GA MSA,georgia-Non-MA
23276,lexington,missouri,united states,39.18473,-93.87994,4598.0,Lexington-Fayette KY MSA,missouri-Non-MA
23277,central park,washington,united states,46.97343,-123.69239,2685.0,,washington-Non-MA
23278,slippery rock university,pennsylvania,united states,41.0647,-80.0419,2284.0,,pennsylvania-Non-MA
23279,speculator,new york,united states,43.49729,-74.36181,314.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23280,montgomery,pennsylvania,united states,41.17036,-76.87691,1558.0,Williamsport PA MSA,pennsylvania-Non-MA
23281,aurora,nebraska,united states,40.86723,-98.00422,4496.0,NE NONMETROPOLITAN AREA,nebraska-Non-MA
23282,bald head island,north carolina,united states,33.86184,-77.99443,171.0,Wilmington NC MSA,north carolina-Non-MA
23283,sugarcreek,ohio,united states,40.50312,-81.64096,2234.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23284,mattituck,new york,united states,40.99121,-72.53425,4219.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23285,wiscasset,maine,united states,44.00286,-69.6656,1097.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23286,berkeley springs,west virginia,united states,39.6248,-78.22472,766.0,Hagerstown-Martinsburg MD-WV MSA,west virginia-Non-MA
23287,oneida,new york,united states,43.09257,-75.65129,11134.0,Syracuse NY MSA,new york-Non-MA
23288,barrow,alaska,united states,71.29058,-156.78872,4384.0,AK NONMETROPOLITAN AREA,alaska-Non-MA
23289,chatham,new york,united states,42.36425,-73.59484,1696.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23290,south paris,maine,united states,44.22368,-70.51339,2267.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23291,central high,oklahoma,united states,34.62313,-98.08976,1184.0,,oklahoma-Non-MA
23292,norway,maine,united states,44.21396,-70.54478,2748.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23293,green tree,pennsylvania,united states,40.41174,-80.04561,4968.0,Pittsburgh PA MSA,pennsylvania-Non-MA
23294,white salmon,washington,united states,45.72762,-121.48646,2343.0,WA NONMETROPOLITAN AREA,washington-Non-MA
23295,thorndale,pennsylvania,united states,39.99288,-75.74522,3407.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,pennsylvania-Non-MA
23296,east valley,nevada,united states,38.9434,-119.69923,1474.0,,nevada-Non-MA
23297,kotzebue,alaska,united states,66.89846,-162.59809,3277.0,AK NONMETROPOLITAN AREA,alaska-Non-MA
23298,edinburg,virginia,united states,38.82095,-78.56585,1069.0,VA NONMETROPOLITAN AREA,virginia-Non-MA
23299,st georges,delaware,united states,39.5577,-75.6533,767.0,,delaware-Non-MA
23300,kingfisher,oklahoma,united states,35.86143,-97.93172,4865.0,OK NONMETROPOLITAN AREA,oklahoma-Non-MA
23301,hampden,maine,united states,44.74452,-68.83698,4343.0,Bangor ME MSA,maine-Non-MA
23302,carrollton,ohio,united states,40.57284,-81.08565,3137.0,Dallas-Fort Worth-Arlington TX MSA,ohio-Non-MA
23303,plumsteadville,pennsylvania,united states,40.38733,-75.14656,2637.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,pennsylvania-Non-MA
23304,far hills,new jersey,united states,40.68427,-74.63571,930.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new jersey-Non-MA
23305,leetsdale,pennsylvania,united states,40.56312,-80.20839,1199.0,Pittsburgh PA MSA,pennsylvania-Non-MA
23306,goddard,kansas,united states,37.65974,-97.57533,4719.0,Wichita KS MSA,kansas-Non-MA
23307,island park,new york,united states,40.60427,-73.65541,4766.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23308,elmendorf,texas,united states,29.25607,-98.33279,1688.0,San Antonio TX MSA,texas-Non-MA
23309,kutztown university,pennsylvania,united states,40.5103,-75.785,3604.0,,pennsylvania-Non-MA
23310,lonoke,arkansas,united states,34.78398,-91.89986,4249.0,Little Rock-North Little Rock-Conway AR MSA,arkansas-Non-MA
23311,west union,south carolina,united states,34.75982,-83.04293,312.0,SC NONMETROPOLITAN AREA,south carolina-Non-MA
23312,big flats,new york,united states,42.1373,-76.93691,5277.0,Elmira NY MSA,new york-Non-MA
23313,malmstrom afb,montana,united states,47.5059,-111.1825,4179.0,Great Falls MT MSA,montana-Non-MA
23314,middlebury village,vermont,united states,44.01553,-73.16937,6588.0,,vermont-Non-MA
23315,cass lake,minnesota,united states,47.3794,-94.60415,747.0,MN NONMETROPOLITAN AREA,minnesota-Non-MA
23316,lake placid,florida,united states,27.35197,-81.32631,2164.0,FL NONMETROPOLITAN AREA,florida-Non-MA
23317,hatfield,massachusetts,united states,42.37092,-72.59814,1318.0,Springfield MA MSA,massachusetts-Non-MA
23318,medinah,illinois,united states,41.98142,-88.05118,2097.0,Chicago-Naperville-Joliet IL-IN-WI MSA,illinois-Non-MA
23319,grantsburg,wisconsin,united states,45.77634,-92.6827,1289.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23320,cannon beach,oregon,united states,45.89177,-123.96153,1702.0,OR NONMETROPOLITAN AREA,oregon-Non-MA
23321,shippensburg university,pennsylvania,united states,40.0618,-77.5228,1937.0,,pennsylvania-Non-MA
23322,libby,montana,united states,48.38829,-115.556,2645.0,MT NONMETROPOLITAN AREA,montana-Non-MA
23323,avondale,louisiana,united states,29.91298,-90.20369,4954.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,louisiana-Non-MA
23324,folsom,new jersey,united states,39.60206,-74.84267,1851.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,new jersey-Non-MA
23325,new britain,pennsylvania,united states,40.299,-75.18101,3017.0,Hartford-West Hartford-East Hartford CT MSA,pennsylvania-Non-MA
23326,auburn,michigan,united states,43.60336,-84.0697,2113.0,Auburn-Opelika AL MSA,michigan-Non-MA
23327,cumberland,maine,united states,43.7933,-70.258,7998.0,Cumberland MD-WV MSA,maine-Non-MA
23328,queenstown,maryland,united states,38.99067,-76.15773,652.0,Baltimore-Towson MD MSA,maryland-Non-MA
23329,great valley,new york,united states,42.1966,-78.6358,1857.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23330,edwardsville,pennsylvania,united states,41.26953,-75.91631,4732.0,Kansas City MO-KS MSA,pennsylvania-Non-MA
23331,stanley,north dakota,united states,48.31724,-102.39045,2721.0,IA NONMETROPOLITAN AREA,north dakota-Non-MA
23332,little creek,delaware,united states,39.16706,-75.44825,233.0,Dover DE MSA,delaware-Non-MA
23333,pine mountain,georgia,united states,32.86485,-84.8541,1358.0,Columbus GA-AL MSA,georgia-Non-MA
23334,shelby,mississippi,united states,33.95094,-90.76788,2123.0,MS NONMETROPOLITAN AREA,mississippi-Non-MA
23335,duck,north carolina,united states,36.16961,-75.75519,383.0,Charleston WV MSA,north carolina-Non-MA
23336,windsor,new hampshire,united states,43.1124,-72.0179,207.0,York-Hanover PA MSA,new hampshire-Non-MA
23337,beavercreek,oregon,united states,45.2879,-122.53564,4485.0,Portland-Vancouver-Beaverton OR-WA MSA,oregon-Non-MA
23338,south lebanon,ohio,united states,39.37089,-84.21327,4346.0,Cincinnati-Middletown OH-KY-IN MSA,ohio-Non-MA
23339,maurice,louisiana,united states,30.10854,-92.12457,1266.0,LA NONMETROPOLITAN AREA,louisiana-Non-MA
23340,fontana,wisconsin,united states,42.55141,-88.5751,1720.0,Riverside-San Bernardino-Ontario CA MSA,wisconsin-Non-MA
23341,oakland,pennsylvania,united states,40.30646,-78.88752,1578.0,San Francisco-Oakland-Fremont CA MSA,pennsylvania-Non-MA
23342,three rivers,oregon,united states,43.82012,-121.46919,3014.0,Springfield MA MSA,oregon-Non-MA
23343,sultan,washington,united states,47.8626,-121.81651,4798.0,Seattle-Tacoma-Bellevue WA MSA,washington-Non-MA
23344,allendale,california,united states,38.44463,-121.94302,1506.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,california-Non-MA
23345,mentone,alabama,united states,34.57918,-85.59009,368.0,AL NONMETROPOLITAN AREA,alabama-Non-MA
23346,french lick,indiana,united states,38.54894,-86.61999,1794.0,IN NONMETROPOLITAN AREA,indiana-Non-MA
23347,fort kent,maine,united states,47.25865,-68.58949,2488.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23348,delaware city,delaware,united states,39.57789,-75.58881,1741.0,Philadelphia-Camden-Wilmington PA-NJ-DE-MD MSA,delaware-Non-MA
23349,waynesville,ohio,united states,39.52978,-84.0866,2999.0,Cincinnati-Middletown OH-KY-IN MSA,ohio-Non-MA
23350,coldwater,ohio,united states,40.47977,-84.62829,4487.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23351,andover,new jersey,united states,40.98593,-74.74211,581.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new jersey-Non-MA
23352,jeffersonville,ohio,united states,39.65367,-83.56381,1192.0,OH NONMETROPOLITAN AREA,ohio-Non-MA
23353,ripley,west virginia,united states,38.8187,-81.71069,3255.0,WV NONMETROPOLITAN AREA,west virginia-Non-MA
23354,rumford,maine,united states,44.55367,-70.5509,4218.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23355,wauchula,florida,united states,27.54726,-81.81147,4935.0,FL NONMETROPOLITAN AREA,florida-Non-MA
23356,bay pines,florida,united states,27.81419,-82.77816,2931.0,Tampa-St. Petersburg-Clearwater FL,florida-Non-MA
23357,blasdell,new york,united states,42.79728,-78.82337,2592.0,,new york-Non-MA
23358,walbridge,ohio,united states,41.58783,-83.49327,3109.0,Toledo OH MSA,ohio-Non-MA
23359,claysburg,pennsylvania,united states,40.29674,-78.44974,1625.0,Altoona PA MSA,pennsylvania-Non-MA
23360,brookhaven,new york,united states,40.77927,-72.91538,3451.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23361,sullivan,indiana,united states,39.09532,-87.40585,4155.0,Terre Haute IN MSA,indiana-Non-MA
23362,rural hall,north carolina,united states,36.24042,-80.29338,3126.0,Winston-Salem NC MSA,north carolina-Non-MA
23363,dobson,north carolina,united states,36.39569,-80.72257,1573.0,NC NONMETROPOLITAN AREA,north carolina-Non-MA
23364,anna maria,florida,united states,27.53115,-82.73343,1669.0,Sarasota-Bradenton-Venice FL MSA,florida-Non-MA
23365,kingston,washington,united states,47.7985,-122.49806,2099.0,Bremerton-Silverdale WA MSA,washington-Non-MA
23366,lancaster,wisconsin,united states,42.84749,-90.71068,3778.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23367,shipshewana,indiana,united states,41.67283,-85.58026,684.0,IN NONMETROPOLITAN AREA,indiana-Non-MA
23368,boxford,massachusetts,united states,42.6612,-70.99672,2339.0,Boston-Cambridge-Quincy MA-NH MSA,massachusetts-Non-MA
23369,gibson city,illinois,united states,40.45843,-88.3846,3409.0,Champaign-Urbana IL MSA,illinois-Non-MA
23370,bath,pennsylvania,united states,40.72565,-75.39407,2667.0,Allentown-Bethlehem-Easton PA-NJ MSA,pennsylvania-Non-MA
23371,deadwood,south dakota,united states,44.37665,-103.72964,1258.0,SD NONMETROPOLITAN AREA,south dakota-Non-MA
23372,red lodge,montana,united states,45.18578,-109.24682,2222.0,Billings MT MSA,montana-Non-MA
23373,springdale,pennsylvania,united states,40.5409,-79.78394,3375.0,Pittsburgh PA MSA,pennsylvania-Non-MA
23374,aurora,new york,united states,42.75396,-76.70245,718.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23375,carlisle,massachusetts,united states,42.52926,-71.3495,4799.0,Boston-Cambridge-Quincy MA-NH MSA,massachusetts-Non-MA
23376,cleveland,north carolina,united states,35.7332,-80.67701,873.0,NC NONMETROPOLITAN AREA,north carolina-Non-MA
23377,dillingham,alaska,united states,59.03972,-158.4575,2404.0,AK NONMETROPOLITAN AREA,alaska-Non-MA
23378,amelia,louisiana,united states,29.66632,-91.10204,2459.0,LA NONMETROPOLITAN AREA,louisiana-Non-MA
23379,mondovi,wisconsin,united states,44.56774,-91.67099,2654.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23380,st bonaventure,new york,united states,42.0806,-78.475,1909.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23381,shelter island,new york,united states,41.06815,-72.33869,1333.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23382,rutherford,california,united states,38.45971,-122.4246,164.0,Napa CA MSA,california-Non-MA
23383,fayetteville,new york,united states,43.02979,-76.00436,4180.0,Syracuse NY MSA,new york-Non-MA
23384,colby,kansas,united states,39.39584,-101.05238,5417.0,KS NONMETROPOLITAN AREA,kansas-Non-MA
23385,fairview,texas,united states,33.01929,-97.54586,1258.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,texas-Non-MA
23386,chatham,virginia,united states,36.82569,-79.39808,1481.0,Danville VA MSA,virginia-Non-MA
23387,boothbay harbor,maine,united states,43.8523,-69.6281,1086.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23388,burlington,kansas,united states,38.19447,-95.74276,2615.0,KS NONMETROPOLITAN AREA,kansas-Non-MA
23389,ithaca,michigan,united states,43.2917,-84.6075,2834.0,Ithaca NY MSA,michigan-Non-MA
23390,pawcatuck,connecticut,united states,41.37732,-71.83368,5624.0,Norwich-New London CT MSA,connecticut-Non-MA
23391,mettawa,illinois,united states,42.23336,-87.92591,578.0,,illinois-Non-MA
23392,bucksport,maine,united states,44.57369,-68.79559,2885.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23393,fayette,missouri,united states,39.14587,-92.68379,2702.0,Columbia MO MSA,missouri-Non-MA
23394,maple lake,minnesota,united states,45.22913,-94.00192,2092.0,Minneapolis-St. Paul-Bloomington MN-WI MSA,minnesota-Non-MA
23395,plymouth,north carolina,united states,35.86683,-76.74856,3658.0,NC NONMETROPOLITAN AREA,north carolina-Non-MA
23396,east haddam,connecticut,united states,41.45315,-72.4612,9042.0,Hartford-West Hartford-East Hartford CT MSA,connecticut-Non-MA
23397,wautoma,wisconsin,united states,44.0747,-89.2879,2136.0,WI NONMETROPOLITAN AREA,wisconsin-Non-MA
23398,bellport,new york,united states,40.75704,-72.93927,2078.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23399,winthrop,maine,united states,44.30507,-69.977,2650.0,Boston-Cambridge-Quincy MA-NH MSA,maine-Non-MA
23400,durham,connecticut,united states,41.48176,-72.68121,2933.0,Hartford-West Hartford-East Hartford CT MSA,connecticut-Non-MA
23401,edwards air force base,california,united states,34.91637,-117.93535,2063.0,,california-Non-MA
23402,hudson,north carolina,united states,35.84846,-81.49593,3721.0,Hickory-Lenoir-Morganton NC MSA,north carolina-Non-MA
23403,new carlisle,indiana,united states,41.70032,-86.50946,1853.0,South Bend-Mishawaka IN-MI MSA,indiana-Non-MA
23404,macedon,new york,united states,43.06923,-77.29887,1479.0,Rochester NY MSA,new york-Non-MA
23405,fairfield,maine,united states,44.5884,-69.59866,2638.0,ME NONMETROPOLITAN AREA,maine-Non-MA
23406,huxley,iowa,united states,41.89527,-93.60077,3536.0,Ames IA MSA,iowa-Non-MA
23407,cresson,pennsylvania,united states,40.45979,-78.59168,1633.0,Johnstown PA MSA,pennsylvania-Non-MA
23408,athens,west virginia,united states,37.42234,-81.0162,951.0,WV NONMETROPOLITAN AREA,west virginia-Non-MA
23409,springville,new york,united states,42.5084,-78.66725,4339.0,Buffalo-Niagara Falls NY MSA,new york-Non-MA
23410,occidental,california,united states,38.40741,-122.94833,1115.0,Santa Rosa-Petaluma CA MSA,california-Non-MA
23411,marietta,washington,united states,48.78705,-122.58045,2766.0,Atlanta-Sandy Springs-Marietta GA MSA,washington-Non-MA
23412,niskayuna,new york,united states,42.7798,-73.84568,4859.0,,new york-Non-MA
23413,old forge,new york,united states,43.71007,-74.97434,756.0,Utica-Rome NY MSA,new york-Non-MA
23414,dover,pennsylvania,united states,40.00176,-76.85025,1991.0,York-Hanover PA MSA,pennsylvania-Non-MA
23415,colma,california,united states,37.67688,-122.45969,1520.0,,california-Non-MA
23416,franklinton,north carolina,united states,36.10182,-78.45805,2135.0,Raleigh-Cary NC MSA,north carolina-Non-MA
23417,clarion,iowa,united states,42.73164,-93.73299,2767.0,IA NONMETROPOLITAN AREA,iowa-Non-MA
23418,copper mountain,colorado,united states,39.50665,-106.14224,385.0,,colorado-Non-MA
23419,brookwood,alabama,united states,33.25567,-87.32083,1822.0,Tuscaloosa AL MSA,alabama-Non-MA
23420,roscommon,michigan,united states,44.49835,-84.59197,1061.0,MI NONMETROPOLITAN AREA,michigan-Non-MA
23421,rouses point,new york,united states,44.99393,-73.36486,2169.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23422,greenvale,new york,united states,40.81066,-73.62846,1094.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23423,ely,nevada,united states,39.24744,-114.88863,4134.0,NV NONMETROPOLITAN AREA,nevada-Non-MA
23424,camillus,new york,united states,43.03923,-76.3041,1228.0,Syracuse NY MSA,new york-Non-MA
23425,lathrup village,michigan,united states,42.49642,-83.22271,4135.0,,michigan-Non-MA
23426,palos park,illinois,united states,41.66725,-87.83033,4888.0,Chicago-Naperville-Joliet IL-IN-WI MSA,illinois-Non-MA
23427,oregon,illinois,united states,42.01475,-89.33233,3580.0,IL NONMETROPOLITAN AREA,illinois-Non-MA
23428,farmville,north carolina,united states,35.57071,-79.22002,4613.0,Greenville NC MSA,north carolina-Non-MA
23429,boulder creek,california,united states,37.12606,-122.12219,4923.0,Santa Cruz-Watsonville CA MSA,california-Non-MA
23430,denver city,texas,united states,32.96455,-102.8291,4864.0,TX NONMETROPOLITAN AREA,texas-Non-MA
23431,columbus,north carolina,united states,35.25317,-82.19706,994.0,NC NONMETROPOLITAN AREA,north carolina-Non-MA
23432,mcconnellsburg,pennsylvania,united states,39.93259,-77.99889,1048.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23433,orcas,washington,united states,48.59788,-122.94463,394.0,WA NONMETROPOLITAN AREA,washington-Non-MA
23434,carnation,washington,united states,47.64788,-121.91401,1873.0,Seattle-Tacoma-Bellevue WA MSA,washington-Non-MA
23435,gorham,new hampshire,united states,44.38784,-71.17313,1600.0,NH NONMETROPOLITAN AREA,new hampshire-Non-MA
23436,estacada,oregon,united states,45.28957,-122.3337,3152.0,Portland-Vancouver-Beaverton OR-WA MSA,oregon-Non-MA
23437,walhalla,south carolina,united states,34.76482,-83.06404,4251.0,SC NONMETROPOLITAN AREA,south carolina-Non-MA
23438,pierceton,indiana,united states,41.20032,-85.70554,1027.0,IN NONMETROPOLITAN AREA,indiana-Non-MA
23439,winsted,minnesota,united states,44.96385,-94.04747,2296.0,MN NONMETROPOLITAN AREA,minnesota-Non-MA
23440,portland,michigan,united states,42.8692,-84.90305,3923.0,Portland-Vancouver-Beaverton OR-WA MSA,michigan-Non-MA
23441,belvidere,new jersey,united states,40.82982,-75.07767,2607.0,Allentown-Bethlehem-Easton PA-NJ MSA,new jersey-Non-MA
23442,tappahannock,virginia,united states,37.92541,-76.85913,2387.0,VA NONMETROPOLITAN AREA,virginia-Non-MA
23443,chautauqua,new york,united states,42.20978,-79.46671,191.0,NY NONMETROPOLITAN AREA,new york-Non-MA
23444,wintersville,ohio,united states,40.37535,-80.70369,3795.0,,ohio-Non-MA
23445,avon,new york,united states,42.91201,-77.74556,3319.0,Rochester NY MSA,new york-Non-MA
23446,vandenberg air force base,california,united states,34.7483,-120.51817,3338.0,,california-Non-MA
23447,beale afb,california,united states,39.1095,-121.3543,1020.0,Yuba City CA MSA,california-Non-MA
23448,dayton,oregon,united states,45.22067,-123.07621,2575.0,Dayton OH MSA,oregon-Non-MA
23449,jane lew,west virginia,united states,39.10982,-80.40676,409.0,WV NONMETROPOLITAN AREA,west virginia-Non-MA
23450,philippi,west virginia,united states,39.15232,-80.04036,3256.0,WV NONMETROPOLITAN AREA,west virginia-Non-MA
23451,new shoreham,rhode island,united states,41.17233,-71.55783,1047.0,,rhode island-Non-MA
23452,ironwood,michigan,united states,46.45467,-90.17101,5002.0,MI NONMETROPOLITAN AREA,michigan-Non-MA
23453,new palestine,indiana,united states,39.72199,-85.88915,2221.0,Indianapolis-Carmel IN MSA,indiana-Non-MA
23454,new kent,virginia,united states,37.51765,-76.97886,239.0,Richmond VA MSA,virginia-Non-MA
23455,eunice,new mexico,united states,32.43734,-103.15908,3136.0,NM NONMETROPOLITAN AREA,new mexico-Non-MA
23456,mount pocono,pennsylvania,united states,41.12203,-75.36463,3065.0,PA NONMETROPOLITAN AREA,pennsylvania-Non-MA
23457,fulton,mississippi,united states,34.27399,-88.40921,4077.0,MS NONMETROPOLITAN AREA,mississippi-Non-MA
23458,carlin,nevada,united states,40.71381,-116.10397,2302.0,NV NONMETROPOLITAN AREA,nevada-Non-MA
23459,bloomfield,indiana,united states,39.02699,-86.93751,2336.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,indiana-Non-MA
23460,madeira beach,florida,united states,27.79808,-82.79732,4380.0,,florida-Non-MA
23461,east hampton,new york,united states,40.96343,-72.1848,1122.0,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,new york-Non-MA
23462,lake placid,new york,united states,44.27962,-73.98198,2465.0,NY NONMETROPOLITAN AREA,new york-Non-MA
